"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",184.97,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",131.15,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",145,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",113.86,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",110.58,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",86.76,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",130.8,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",59.52,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",45.28,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",65.38,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",30.77,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",45.98,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",33.83,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",55.56,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",14.6,,
"ISL","Iceland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",56.14,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0,,
"ISL","Iceland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",74.91,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",75.46,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",77.67,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",77.59,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",82.22,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",82.99,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",91,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",97.01,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",100.13,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",103.49,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",109.27,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",114.22,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",109.42,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",107.52,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",107.83,,
"IND","India","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",111.46,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",109.06,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",106.3,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",95.63,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",83.82,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",91.89,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",95.19,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",85.41,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",76.84,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",62.14,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",52.48,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",46.49,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",40.64,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",35.32,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",40.88,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",41.8,,
"IRL","Ireland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",35.77,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",246.44,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",232.2,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",203.24,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",172.95,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",183.69,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",185.13,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",158.97,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",138.41,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",111.69,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",96.45,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",87.73,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",76.7,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",67.41,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",75.73,,
"IRL","Ireland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",76.73,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0,,
"IRL","Ireland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",124,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",124.55,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",122.33,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",114.51,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",106.13,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",100.36,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",97.5,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",87.8,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",80.32,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",71.7,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",69.4,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",65.01,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",63.03,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",56.46,,
"ITA","Italy","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",55.62,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",159.4,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",155.44,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",148.76,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",135.88,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",126.62,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",128.76,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",122.36,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",110.79,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",92.18,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",83.19,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",80.32,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",75.23,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",73.17,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",66.34,,
"ITA","Italy","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",65.54,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.1,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.1,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.09,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.08,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.08,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.07,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.07,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.06,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.06,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.05,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.05,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.05,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.05,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.05,,
"ITA","Italy","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.04,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",82.07,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",79.21,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",75.68,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",70.03,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",67.09,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",62.59,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",57.38,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",52.3,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",47.47,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",45.61,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",45.51,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",43.3,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",41.24,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",40.56,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",38.05,,
"JPN","Japan","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",38.27,,
"JPN","Japan","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",117.49,,
"JPN","Japan","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",112.85,,
"JPN","Japan","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",107.5,,
"JPN","Japan","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",99.26,,
"JPN","Japan","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",95.1,,
"JPN","Japan","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",88.41,,
