"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Value","Flag Codes","Flags"
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1998","1998",8995202,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1999","1999",14285852,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2000","2000",10642499,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2001","2001",32778426,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2002","2002",35583569,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2003","2003",13128662,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2004","2004",11485923,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2005","2005",19546973,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2006","2006",15201661,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2007","2007",18968704,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2008","2008",52835732,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2009","2009",77733781,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2010","2010",51446681,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2011","2011",62919332,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2012","2012",95649349,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2013","2013",74062093,,
"HRV","Croatia","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2014","2014",70185973,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1995","1995",294926600,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1996","1996",311251584,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1997","1997",305412856,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1998","1998",329164960,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1999","1999",345897867,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2000","2000",412409384,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2001","2001",582786678,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2002","2002",741494418,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2003","2003",885341469,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2004","2004",942346705,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2005","2005",854424476,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2006","2006",922507103,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2007","2007",970765454,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2008","2008",894015714,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2009","2009",691613279,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2010","2010",390000000,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2011","2011",286931818,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2012","2012",296464189,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2013","2013",328209765,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2014","2014",408108108,,
"AUT","Austria","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2015","2015",488197425,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1995","1995",300576616,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1996","1996",376806133,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1997","1997",669489022,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1998","1998",791120557,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1999","1999",487276665,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2000","2000",501027716,"B","Break"
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2001","2001",506544086,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2002","2002",631071734,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2003","2003",841365854,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2004","2004",563500000,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2005","2005",455543359,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2006","2006",325211864,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2007","2007",342351717,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2008","2008",388503469,"B","Break"
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2009","2009",373056995,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2010","2010",403000000,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2011","2011",314744802,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2012","2012",78826764,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2013","2013",64958829,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2014","2014",111214087,,
"PRT","Portugal","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2015","2015",169054441,,
